,States,Years,Quarter,Pincodes,Transaction_count,Transaction_amount
1325,Delhi,2022,3,110059,1506,1670765.0
1326,Delhi,2022,3,110092,1191,1349328.0
1327,Delhi,2022,3,110086,1107,1185432.0
1328,Delhi,2022,3,110044,1074,1112755.0
1329,Delhi,2022,3,110041,956,1165139.0
1330,Delhi,2022,3,110096,903,994317.0
1331,Delhi,2022,3,110043,880,1203191.0
1332,Delhi,2022,3,110094,868,887648.0
1333,Delhi,2022,3,110053,867,855137.0
1334,Delhi,2022,3,110042,833,918820.0
1335,Delhi,2022,4,110059,1982,2407623.0
1336,Delhi,2022,4,110086,1566,1797044.0
1337,Delhi,2022,4,110092,1456,1728566.0
1338,Delhi,2022,4,110041,1387,1536997.0
1339,Delhi,2022,4,110042,1313,1461062.0
1340,Delhi,2022,4,110044,1298,1439637.0
1341,Delhi,2022,4,110085,1292,1658187.0
1342,Delhi,2022,4,110053,1241,1400625.0
1343,Delhi,2022,4,110094,1234,1526454.0
1344,Delhi,2022,4,110043,1132,1492359.0
1345,Delhi,2023,1,110059,1796,2506005.0
1346,Delhi,2023,1,110092,1456,1925391.0
1347,Delhi,2023,1,110086,1318,1617466.0
1348,Delhi,2023,1,110037,1285,1197159.0
1349,Delhi,2023,1,110085,1199,1717697.0
1350,Delhi,2023,1,110041,1193,1521401.0
1351,Delhi,2023,1,110044,1166,1401552.0
1352,Delhi,2023,1,110053,1160,1311678.0
1353,Delhi,2023,1,110094,1144,1551284.0
1354,Delhi,2023,1,110042,1118,1272110.0
1355,Delhi,2023,2,110059,1748,2338495.0
1356,Delhi,2023,2,110092,1328,1759406.0
1357,Delhi,2023,2,110086,1293,1465307.0
1358,Delhi,2023,2,110085,1115,1511331.0
1359,Delhi,2023,2,110041,1107,1345650.0
1360,Delhi,2023,2,110044,1089,1242189.0
1361,Delhi,2023,2,110042,1066,1210915.0
1362,Delhi,2023,2,110043,996,1383351.0
1363,Delhi,2023,2,110053,944,1182981.0
1364,Delhi,2023,2,110094,920,1126020.0
1365,Delhi,2023,3,110059,2047,2377598.0
1366,Delhi,2023,3,110092,1547,1919097.0
1367,Delhi,2023,3,110086,1349,1482945.0
1368,Delhi,2023,3,110044,1299,1416839.0
1369,Delhi,2023,3,110041,1260,1555617.0
1370,Delhi,2023,3,110085,1174,1535818.0
1371,Delhi,2023,3,110094,1117,1157707.0
1372,Delhi,2023,3,110096,1078,1215766.0
1373,Delhi,2023,3,110042,1071,1238058.0
1374,Delhi,2023,3,110043,1050,1349207.0
1375,Delhi,2023,4,110059,2330,3163916.0
1376,Delhi,2023,4,110044,1693,1969968.0
1377,Delhi,2023,4,110092,1686,2155091.0
1378,Delhi,2023,4,110041,1578,1878694.0
1379,Delhi,2023,4,110086,1573,1830984.0
1380,Delhi,2023,4,110094,1459,1762226.0
1381,Delhi,2023,4,110043,1455,2202398.0
1382,Delhi,2023,4,110053,1440,1753447.0
1383,Delhi,2023,4,110042,1432,1769887.0
1384,Delhi,2023,4,110085,1406,2064483.0
1385,Delhi,2024,1,110059,2186,3264956.0
1386,Delhi,2024,1,110092,1716,2379116.0
1387,Delhi,2024,1,110044,1553,2116182.0
1388,Delhi,2024,1,110086,1457,1834903.0
1389,Delhi,2024,1,110041,1428,1979240.0
1390,Delhi,2024,1,110094,1379,1698267.0
1391,Delhi,2024,1,110053,1324,1630415.0
1392,Delhi,2024,1,110043,1311,1978352.0
1393,Delhi,2024,1,110042,1251,1711153.0
1394,Delhi,2024,1,110085,1206,1936596.0
1395,Goa,2020,2,403601,22,4660.0
1396,Goa,2020,2,403521,17,3388.0
1397,Goa,2020,2,403602,16,2778.0
1398,Goa,2020,2,403006,16,3465.0
1399,Goa,2020,2,403507,15,2926.0
1400,Goa,2020,2,403004,13,2084.0
1401,Goa,2020,2,403001,13,2274.0
1402,Goa,2020,2,403802,13,2471.0
1403,Goa,2020,2,403706,12,2490.0
1404,Goa,2020,2,403722,12,2505.0
1405,Goa,2020,3,403722,59,15935.0
1406,Goa,2020,3,403401,51,14463.0
1407,Goa,2020,3,403001,40,10974.0
1408,Goa,2020,3,403507,39,9306.0
1409,Goa,2020,3,403601,39,11499.0
1410,Goa,2020,3,403521,30,6878.0
1411,Goa,2020,3,403602,26,7804.0
1412,Goa,2020,3,403802,22,7126.0
1413,Goa,2020,3,403710,22,7049.0
1414,Goa,2020,3,403515,18,4236.0
1415,Goa,2020,4,403722,42,34732.0
1416,Goa,2020,4,403001,35,39539.0
1417,Goa,2020,4,403802,34,22652.0
1418,Goa,2020,4,403601,32,35110.0
1419,Goa,2020,4,403401,31,40559.0
1420,Goa,2020,4,403507,26,36224.0
1421,Goa,2020,4,403516,21,20796.0
1422,Goa,2020,4,403509,21,24208.0
1423,Goa,2020,4,403521,16,10051.0
1424,Goa,2020,4,403505,14,16737.0
1425,Goa,2021,1,403601,64,59277.0
1426,Goa,2021,1,403001,61,38372.0
1427,Goa,2021,1,403507,49,67516.0
1428,Goa,2021,1,403722,48,24971.0
1429,Goa,2021,1,403401,46,36200.0
1430,Goa,2021,1,403516,35,25012.0
1431,Goa,2021,1,403802,30,21472.0
1432,Goa,2021,1,403509,29,27152.0
1433,Goa,2021,1,403707,27,29584.0
1434,Goa,2021,1,403801,23,31877.0
1435,Goa,2021,2,403601,77,73045.0
1436,Goa,2021,2,403401,70,71540.0
1437,Goa,2021,2,403802,45,64758.0
1438,Goa,2021,2,403001,42,35277.0
1439,Goa,2021,2,403507,41,32351.0
1440,Goa,2021,2,403722,34,26192.0
1441,Goa,2021,2,403005,32,29269.0
1442,Goa,2021,2,403710,31,22519.0
1443,Goa,2021,2,403602,29,29561.0
1444,Goa,2021,2,403801,27,19593.0
1445,Goa,2021,3,403601,86,65102.0
1446,Goa,2021,3,403401,80,89579.0
1447,Goa,2021,3,403507,67,107297.0
1448,Goa,2021,3,403722,64,68391.0
1449,Goa,2021,3,403001,61,53010.0
1450,Goa,2021,3,403802,49,29680.0
1451,Goa,2021,3,403703,45,48099.0
1452,Goa,2021,3,403521,44,43980.0
1453,Goa,2021,3,403602,32,21482.0
1454,Goa,2021,3,403801,28,29648.0
1455,Goa,2021,4,403001,146,139568.0
1456,Goa,2021,4,403601,124,145790.0
1457,Goa,2021,4,403401,116,160474.0
1458,Goa,2021,4,403802,108,100303.0
1459,Goa,2021,4,403722,101,101050.0
1460,Goa,2021,4,403507,73,86071.0
1461,Goa,2021,4,403521,62,76678.0
1462,Goa,2021,4,403710,53,50539.0
1463,Goa,2021,4,403005,51,50386.0
1464,Goa,2021,4,403801,50,52381.0
1465,Goa,2022,1,403601,223,260595.0
1466,Goa,2022,1,403802,160,151665.0
1467,Goa,2022,1,403401,159,226170.0
1468,Goa,2022,1,403001,154,168984.0
1469,Goa,2022,1,403507,132,174418.0
1470,Goa,2022,1,403722,107,149976.0
1471,Goa,2022,1,403801,89,89472.0
1472,Goa,2022,1,403521,68,83359.0
1473,Goa,2022,1,403516,63,88689.0
1474,Goa,2022,1,403602,59,71594.0
1475,Goa,2022,2,403001,257,321819.0
1476,Goa,2022,2,403601,255,310957.0
1477,Goa,2022,2,403401,239,259002.0
1478,Goa,2022,2,403507,183,244914.0
1479,Goa,2022,2,403802,168,184975.0
1480,Goa,2022,2,403801,137,156676.0
1481,Goa,2022,2,403722,127,158173.0
1482,Goa,2022,2,403516,114,225662.0
1483,Goa,2022,2,403521,105,136042.0
1484,Goa,2022,2,403512,84,193606.0
1485,Goa,2022,3,403601,261,313674.0
1486,Goa,2022,3,403401,179,233899.0
1487,Goa,2022,3,403001,177,195007.0
1488,Goa,2022,3,403802,172,162127.0
1489,Goa,2022,3,403507,162,229440.0
1490,Goa,2022,3,403722,137,124075.0
1491,Goa,2022,3,403521,97,95744.0
1492,Goa,2022,3,403801,90,101543.0
1493,Goa,2022,3,403516,87,138379.0
1494,Goa,2022,3,403602,79,70585.0
1495,Goa,2022,4,403401,270,429318.0
1496,Goa,2022,4,403601,270,345017.0
1497,Goa,2022,4,403001,257,309359.0
1498,Goa,2022,4,403802,241,267682.0
1499,Goa,2022,4,403507,215,294146.0
1500,Goa,2022,4,403722,185,196731.0
1501,Goa,2022,4,403521,142,208866.0
1502,Goa,2022,4,403516,141,221272.0
1503,Goa,2022,4,403801,113,137988.0
1504,Goa,2022,4,403512,104,158913.0
1505,Goa,2023,1,403601,355,406884.0
1506,Goa,2023,1,403001,217,295645.0
1507,Goa,2023,1,403401,215,342062.0
1508,Goa,2023,1,403802,213,227616.0
1509,Goa,2023,1,403722,204,220875.0
1510,Goa,2023,1,403507,190,243917.0
1511,Goa,2023,1,403801,135,178910.0
1512,Goa,2023,1,403516,133,187933.0
1513,Goa,2023,1,403521,124,160349.0
1514,Goa,2023,1,403726,104,189820.0
1515,Goa,2023,2,403601,383,445452.0
1516,Goa,2023,2,403001,238,328923.0
1517,Goa,2023,2,403401,237,368466.0
1518,Goa,2023,2,403802,220,254921.0
1519,Goa,2023,2,403507,195,301344.0
1520,Goa,2023,2,403722,166,206974.0
1521,Goa,2023,2,403801,156,176801.0
1522,Goa,2023,2,403521,141,166139.0
1523,Goa,2023,2,403516,123,207813.0
1524,Goa,2023,2,403512,117,225847.0
1525,Goa,2023,3,403601,274,338515.0
1526,Goa,2023,3,403001,254,360654.0
1527,Goa,2023,3,403401,228,348103.0
1528,Goa,2023,3,403802,199,209792.0
1529,Goa,2023,3,403507,180,234553.0
1530,Goa,2023,3,403722,167,209962.0
1531,Goa,2023,3,403801,135,152148.0
1532,Goa,2023,3,403521,135,201218.0
1533,Goa,2023,3,403516,125,177666.0
1534,Goa,2023,3,403710,109,99582.0
1535,Goa,2023,4,403601,362,571634.0
1536,Goa,2023,4,403001,266,410804.0
1537,Goa,2023,4,403401,262,427814.0
1538,Goa,2023,4,403802,228,288842.0
1539,Goa,2023,4,403507,224,299285.0
1540,Goa,2023,4,403722,175,220652.0
1541,Goa,2023,4,403801,157,205924.0
1542,Goa,2023,4,403516,157,283705.0
1543,Goa,2023,4,403521,154,224624.0
1544,Goa,2023,4,403710,125,136818.0
1545,Goa,2024,1,403601,402,475167.0
1546,Goa,2024,1,403401,282,383351.0
1547,Goa,2024,1,403001,266,395765.0
1548,Goa,2024,1,403507,236,312632.0
1549,Goa,2024,1,403722,227,297156.0
1550,Goa,2024,1,403802,217,256084.0
1551,Goa,2024,1,403516,173,277801.0
1552,Goa,2024,1,403801,169,239617.0
1553,Goa,2024,1,403521,140,184778.0
1554,Goa,2024,1,403710,129,195662.0
1555,Gujarat,2020,2,360311,177,24744.0
1556,Gujarat,2020,2,382481,165,27390.0
1557,Gujarat,2020,2,395006,129,21058.0
1558,Gujarat,2020,2,380013,128,21249.0
1559,Gujarat,2020,2,380015,120,19308.0
1560,Gujarat,2020,2,394510,113,17771.0
1561,Gujarat,2020,2,382350,112,19513.0
1562,Gujarat,2020,2,395010,102,16507.0
1563,Gujarat,2020,2,382345,101,17013.0
1564,Gujarat,2020,2,395009,94,15175.0
1565,Gujarat,2020,3,395006,266,58537.0
1566,Gujarat,2020,3,395010,190,61647.0
1567,Gujarat,2020,3,394210,183,36716.0
1568,Gujarat,2020,3,389350,166,48132.0
1569,Gujarat,2020,3,396191,151,37335.0
1570,Gujarat,2020,3,384265,150,32273.0
1571,Gujarat,2020,3,395004,140,30135.0
1572,Gujarat,2020,3,382481,134,34445.0
1573,Gujarat,2020,3,370511,124,31913.0
1574,Gujarat,2020,3,380015,121,30494.0
1575,Gujarat,2020,4,395006,195,149132.0
1576,Gujarat,2020,4,395010,180,81134.0
1577,Gujarat,2020,4,394210,153,105200.0
1578,Gujarat,2020,4,382481,127,81596.0
1579,Gujarat,2020,4,395012,115,64512.0
1580,Gujarat,2020,4,396191,113,80206.0
1581,Gujarat,2020,4,395004,102,60391.0
1582,Gujarat,2020,4,393002,100,71521.0
1583,Gujarat,2020,4,382350,99,61871.0
1584,Gujarat,2020,4,389350,97,52075.0
1585,Gujarat,2021,1,395010,242,133115.0
1586,Gujarat,2021,1,395006,240,114498.0
1587,Gujarat,2021,1,394210,191,117945.0
1588,Gujarat,2021,1,396191,170,78361.0
1589,Gujarat,2021,1,393001,166,88942.0
1590,Gujarat,2021,1,395003,149,85087.0
1591,Gujarat,2021,1,382345,143,116229.0
1592,Gujarat,2021,1,395002,139,81620.0
1593,Gujarat,2021,1,394230,137,90744.0
1594,Gujarat,2021,1,382350,136,56925.0
1595,Gujarat,2021,2,395006,294,114635.0
1596,Gujarat,2021,2,394210,283,154102.0
1597,Gujarat,2021,2,395010,266,171425.0
1598,Gujarat,2021,2,396191,208,123514.0
1599,Gujarat,2021,2,382350,169,79080.0
1600,Gujarat,2021,2,392130,155,82823.0
1601,Gujarat,2021,2,395012,149,69297.0
1602,Gujarat,2021,2,382415,145,70366.0
1603,Gujarat,2021,2,393001,142,95953.0
1604,Gujarat,2021,2,385001,134,62872.0
1605,Gujarat,2021,3,395010,383,263796.0
1606,Gujarat,2021,3,394210,316,214199.0
1607,Gujarat,2021,3,395006,302,131234.0
1608,Gujarat,2021,3,395003,234,127836.0
1609,Gujarat,2021,3,382350,186,121111.0
1610,Gujarat,2021,3,394221,179,128167.0
1611,Gujarat,2021,3,382415,176,132989.0
1612,Gujarat,2021,3,395002,173,146101.0
1613,Gujarat,2021,3,396191,171,170283.0
1614,Gujarat,2021,3,395009,156,147974.0
1615,Gujarat,2021,4,394210,374,399641.0
1616,Gujarat,2021,4,396191,368,403351.0
1617,Gujarat,2021,4,395010,326,374092.0
1618,Gujarat,2021,4,395006,260,308398.0
1619,Gujarat,2021,4,380008,203,181475.0
1620,Gujarat,2021,4,382345,200,220890.0
1621,Gujarat,2021,4,382350,196,258982.0
1622,Gujarat,2021,4,382330,189,254861.0
1623,Gujarat,2021,4,382415,187,181874.0
1624,Gujarat,2021,4,382481,179,208446.0
1625,Gujarat,2022,1,394210,582,603510.0
1626,Gujarat,2022,1,395010,453,442586.0
1627,Gujarat,2022,1,396191,322,394832.0
1628,Gujarat,2022,1,382350,316,429910.0
1629,Gujarat,2022,1,395006,316,381085.0
1630,Gujarat,2022,1,382415,293,400080.0
1631,Gujarat,2022,1,395003,271,307876.0
1632,Gujarat,2022,1,380001,271,245454.0
1633,Gujarat,2022,1,382330,262,363970.0
1634,Gujarat,2022,1,380013,250,323052.0
1635,Gujarat,2022,2,394210,676,652988.0
1636,Gujarat,2022,2,395010,544,488709.0
1637,Gujarat,2022,2,395006,497,432554.0
1638,Gujarat,2022,2,395003,395,390059.0
1639,Gujarat,2022,2,382415,369,407746.0
1640,Gujarat,2022,2,396191,359,478286.0
1641,Gujarat,2022,2,395002,352,340006.0
1642,Gujarat,2022,2,395007,350,398670.0
1643,Gujarat,2022,2,382350,315,320718.0
1644,Gujarat,2022,2,394221,290,249427.0
1645,Gujarat,2022,3,395010,807,684259.0
1646,Gujarat,2022,3,394210,730,709066.0
1647,Gujarat,2022,3,395006,687,601557.0
1648,Gujarat,2022,3,382415,480,558917.0
1649,Gujarat,2022,3,395003,477,440524.0
1650,Gujarat,2022,3,395007,453,499763.0
1651,Gujarat,2022,3,396191,430,508247.0
1652,Gujarat,2022,3,382350,427,459141.0
1653,Gujarat,2022,3,395002,408,363643.0
1654,Gujarat,2022,3,382481,349,410861.0
1655,Gujarat,2022,4,394210,773,769818.0
1656,Gujarat,2022,4,395010,681,732250.0
1657,Gujarat,2022,4,396191,597,842130.0
1658,Gujarat,2022,4,395006,566,690879.0
1659,Gujarat,2022,4,382415,477,535626.0
1660,Gujarat,2022,4,395003,432,437321.0
1661,Gujarat,2022,4,382350,420,632516.0
1662,Gujarat,2022,4,382481,412,628046.0
1663,Gujarat,2022,4,382330,391,538358.0
1664,Gujarat,2022,4,380058,387,503890.0
1665,Gujarat,2023,1,394210,1001,1073416.0
1666,Gujarat,2023,1,395010,818,857535.0
1667,Gujarat,2023,1,395006,618,670206.0
1668,Gujarat,2023,1,395007,511,608545.0
1669,Gujarat,2023,1,395003,493,516547.0
1670,Gujarat,2023,1,394221,473,463064.0
1671,Gujarat,2023,1,395002,452,449111.0
1672,Gujarat,2023,1,396191,447,616275.0
1673,Gujarat,2023,1,394230,410,409772.0
1674,Gujarat,2023,1,382345,384,575965.0
1675,Gujarat,2023,2,395010,685,714994.0
1676,Gujarat,2023,2,394210,649,653790.0
1677,Gujarat,2023,2,395006,590,564875.0
1678,Gujarat,2023,2,396191,511,662391.0
1679,Gujarat,2023,2,382350,440,532958.0
1680,Gujarat,2023,2,382415,437,558684.0
1681,Gujarat,2023,2,395003,435,466395.0
1682,Gujarat,2023,2,382481,431,588420.0
1683,Gujarat,2023,2,382330,429,596709.0
1684,Gujarat,2023,2,395007,399,520101.0
1685,Gujarat,2023,3,395006,1451,1257464.0
1686,Gujarat,2023,3,395010,1354,1163669.0
1687,Gujarat,2023,3,394210,1247,1192187.0
1688,Gujarat,2023,3,395003,886,797374.0
1689,Gujarat,2023,3,395004,752,770323.0
1690,Gujarat,2023,3,395002,691,598001.0
1691,Gujarat,2023,3,382350,687,804798.0
1692,Gujarat,2023,3,382415,674,792375.0
1693,Gujarat,2023,3,395007,668,762069.0
1694,Gujarat,2023,3,396191,635,809380.0
1695,Gujarat,2023,4,394210,816,966984.0
1696,Gujarat,2023,4,395010,782,1044876.0
1697,Gujarat,2023,4,396191,710,1034784.0
1698,Gujarat,2023,4,395006,638,960206.0
1699,Gujarat,2023,4,382481,491,749838.0
1700,Gujarat,2023,4,382415,478,740155.0
1701,Gujarat,2023,4,382350,455,756630.0
1702,Gujarat,2023,4,395007,440,672598.0
1703,Gujarat,2023,4,395003,426,536867.0
1704,Gujarat,2023,4,382330,425,765464.0
1705,Gujarat,2024,1,394210,948,948851.0
1706,Gujarat,2024,1,395010,858,920109.0
1707,Gujarat,2024,1,395006,678,741317.0
1708,Gujarat,2024,1,396191,668,900153.0
1709,Gujarat,2024,1,395003,556,561440.0
1710,Gujarat,2024,1,394230,502,453830.0
1711,Gujarat,2024,1,395007,491,634417.0
1712,Gujarat,2024,1,395002,488,499075.0
1713,Gujarat,2024,1,394221,467,418678.0
1714,Gujarat,2024,1,382415,464,599601.0
1715,Haryana,2020,2,122001,575,93975.0
1716,Haryana,2020,2,122006,314,51995.0
1717,Haryana,2020,2,132001,253,42325.0
1718,Haryana,2020,2,121004,241,43674.0
1719,Haryana,2020,2,122002,224,35989.0
1720,Haryana,2020,2,122003,207,32786.0
1721,Haryana,2020,2,121003,205,36173.0
1722,Haryana,2020,2,121001,196,35036.0
1723,Haryana,2020,2,123401,155,30644.0
1724,Haryana,2020,2,122017,142,24199.0
1725,Haryana,2020,3,122001,361,74622.0
1726,Haryana,2020,3,121003,259,66186.0
1727,Haryana,2020,3,121004,219,56317.0
1728,Haryana,2020,3,121001,210,57050.0
1729,Haryana,2020,3,122006,199,47470.0
1730,Haryana,2020,3,123401,182,54342.0
1731,Haryana,2020,3,122002,176,33926.0
1732,Haryana,2020,3,121102,158,39499.0
1733,Haryana,2020,3,122051,148,31924.0
1734,Haryana,2020,3,121002,147,48557.0
1735,Haryana,2020,4,122001,460,270525.0
1736,Haryana,2020,4,121003,314,242149.0
1737,Haryana,2020,4,121001,275,203631.0
1738,Haryana,2020,4,121004,272,190752.0
1739,Haryana,2020,4,123401,252,193284.0
1740,Haryana,2020,4,122006,243,164637.0
1741,Haryana,2020,4,121005,206,143936.0
1742,Haryana,2020,4,121102,181,127019.0
1743,Haryana,2020,4,122002,169,119662.0
1744,Haryana,2020,4,124507,167,114610.0
1745,Haryana,2021,1,122001,604,349428.0
1746,Haryana,2021,1,121004,448,336339.0
1747,Haryana,2021,1,121003,445,305563.0
1748,Haryana,2021,1,121001,358,218872.0
1749,Haryana,2021,1,123401,316,198507.0
1750,Haryana,2021,1,122006,309,176327.0
1751,Haryana,2021,1,122051,273,137444.0
1752,Haryana,2021,1,122002,252,156010.0
1753,Haryana,2021,1,121102,250,136976.0
1754,Haryana,2021,1,122004,203,115760.0
1755,Haryana,2021,2,122001,566,394802.0
1756,Haryana,2021,2,122006,393,280696.0
1757,Haryana,2021,2,123401,387,310580.0
1758,Haryana,2021,2,121004,386,306663.0
1759,Haryana,2021,2,121003,351,286823.0
1760,Haryana,2021,2,121001,286,191084.0
1761,Haryana,2021,2,131001,254,244031.0
1762,Haryana,2021,2,121005,246,200416.0
1763,Haryana,2021,2,122051,240,149418.0
1764,Haryana,2021,2,124001,234,223885.0
1765,Haryana,2021,3,122001,866,704138.0
1766,Haryana,2021,3,122006,806,481888.0
1767,Haryana,2021,3,121004,483,372427.0
1768,Haryana,2021,3,121003,462,400611.0
1769,Haryana,2021,3,123401,438,414246.0
1770,Haryana,2021,3,122002,353,283482.0
1771,Haryana,2021,3,121001,306,230567.0
1772,Haryana,2021,3,122004,277,214822.0
1773,Haryana,2021,3,124507,258,278203.0
1774,Haryana,2021,3,121102,249,263515.0
1775,Haryana,2021,4,122001,1104,1111507.0
1776,Haryana,2021,4,121003,762,796816.0
1777,Haryana,2021,4,121004,726,818260.0
1778,Haryana,2021,4,122006,702,698248.0
1779,Haryana,2021,4,121001,589,641154.0
1780,Haryana,2021,4,122002,546,591127.0
1781,Haryana,2021,4,123401,525,775398.0
1782,Haryana,2021,4,122003,468,433551.0
1783,Haryana,2021,4,124507,434,654682.0
1784,Haryana,2021,4,121005,368,356517.0
1785,Haryana,2022,1,122001,1252,1456298.0
1786,Haryana,2022,1,122006,874,930112.0
1787,Haryana,2022,1,121003,832,923924.0
1788,Haryana,2022,1,121004,795,959640.0
1789,Haryana,2022,1,123401,602,850949.0
1790,Haryana,2022,1,122002,594,743202.0
1791,Haryana,2022,1,121001,589,685111.0
1792,Haryana,2022,1,122003,578,577598.0
1793,Haryana,2022,1,124001,511,669372.0
1794,Haryana,2022,1,132001,478,469015.0
1795,Haryana,2022,2,122001,1236,1366070.0
1796,Haryana,2022,2,121004,903,1132802.0
1797,Haryana,2022,2,121003,801,920669.0
1798,Haryana,2022,2,122006,800,833884.0
1799,Haryana,2022,2,123401,734,979383.0
1800,Haryana,2022,2,121001,592,694788.0
1801,Haryana,2022,2,122002,528,550754.0
1802,Haryana,2022,2,124001,494,651675.0
1803,Haryana,2022,2,124507,475,636675.0
1804,Haryana,2022,2,122003,460,542526.0
1805,Haryana,2022,3,122001,1932,1913882.0
1806,Haryana,2022,3,121004,1142,1320600.0
1807,Haryana,2022,3,122006,1053,1047031.0
1808,Haryana,2022,3,121003,932,996105.0
1809,Haryana,2022,3,122002,864,878354.0
1810,Haryana,2022,3,121001,842,887224.0
1811,Haryana,2022,3,123401,829,1001676.0
1812,Haryana,2022,3,122003,758,894200.0
1813,Haryana,2022,3,124507,748,1040956.0
1814,Haryana,2022,3,124001,669,912291.0
1815,Haryana,2022,4,122001,2037,2580157.0
1816,Haryana,2022,4,122006,1296,1631296.0
1817,Haryana,2022,4,121004,1268,1632199.0
1818,Haryana,2022,4,121003,1207,1379347.0
1819,Haryana,2022,4,121001,1163,1419330.0
1820,Haryana,2022,4,122002,1034,1234183.0
1821,Haryana,2022,4,123401,940,1389120.0
1822,Haryana,2022,4,124507,803,1207860.0
1823,Haryana,2022,4,122003,747,922953.0
1824,Haryana,2022,4,124001,732,1086393.0
1825,Haryana,2023,1,122001,2018,2513445.0
1826,Haryana,2023,1,121004,1293,1897743.0
1827,Haryana,2023,1,122006,1288,1701853.0
1828,Haryana,2023,1,121003,1137,1364454.0
1829,Haryana,2023,1,121001,1100,1416454.0
1830,Haryana,2023,1,122002,1041,1347681.0
1831,Haryana,2023,1,123401,930,1556937.0
1832,Haryana,2023,1,122003,772,1107966.0
1833,Haryana,2023,1,124507,691,1238613.0
1834,Haryana,2023,1,121002,673,1017959.0
1835,Haryana,2023,2,122001,2154,2955207.0
1836,Haryana,2023,2,121004,1256,1512572.0
1837,Haryana,2023,2,122006,1252,1621105.0
1838,Haryana,2023,2,121003,1129,1557262.0
1839,Haryana,2023,2,122002,1094,1508096.0
1840,Haryana,2023,2,123401,1089,1455605.0
1841,Haryana,2023,2,121001,1079,1348515.0
1842,Haryana,2023,2,124507,856,1203110.0
1843,Haryana,2023,2,131001,784,1231515.0
1844,Haryana,2023,2,122003,773,996969.0
1845,Haryana,2023,3,122001,2457,3051171.0
1846,Haryana,2023,3,122006,1481,1766489.0
1847,Haryana,2023,3,121004,1446,1763459.0
1848,Haryana,2023,3,122002,1296,1465998.0
1849,Haryana,2023,3,121001,1205,1381182.0
1850,Haryana,2023,3,121003,1169,1443368.0
1851,Haryana,2023,3,123401,1058,1533525.0
1852,Haryana,2023,3,122003,808,1023607.0
1853,Haryana,2023,3,122017,795,961221.0
1854,Haryana,2023,3,121002,787,1130945.0
1855,Haryana,2023,4,122001,2474,3601541.0
1856,Haryana,2023,4,121004,1608,2280862.0
1857,Haryana,2023,4,122006,1540,2280572.0
1858,Haryana,2023,4,121003,1511,2075904.0
1859,Haryana,2023,4,121001,1315,1743232.0
1860,Haryana,2023,4,122002,1222,1660548.0
1861,Haryana,2023,4,123401,1180,2185547.0
1862,Haryana,2023,4,124507,949,1709667.0
1863,Haryana,2023,4,121102,908,1654000.0
1864,Haryana,2023,4,122003,895,1330139.0
1865,Haryana,2024,1,122001,2542,3582671.0
1866,Haryana,2024,1,121004,1820,2595411.0
1867,Haryana,2024,1,121003,1600,2067243.0
1868,Haryana,2024,1,122006,1493,2163779.0
1869,Haryana,2024,1,123401,1447,2224599.0
1870,Haryana,2024,1,122002,1317,2052922.0
1871,Haryana,2024,1,121001,1212,1653002.0
1872,Haryana,2024,1,124507,1018,1611721.0
1873,Haryana,2024,1,122003,964,1434346.0
1874,Haryana,2024,1,121102,917,1696527.0
1875,Himachal Pradesh,2020,2,175141,63,7664.0
1876,Himachal Pradesh,2020,2,173205,53,10096.0
1877,Himachal Pradesh,2020,2,175001,34,5929.0
1878,Himachal Pradesh,2020,2,171216,22,3492.0
1879,Himachal Pradesh,2020,2,174101,16,3927.0
1880,Himachal Pradesh,2020,2,173213,9,1386.0
1881,Himachal Pradesh,2020,2,173025,8,1512.0
1882,Himachal Pradesh,2020,2,171219,8,1416.0
1883,Himachal Pradesh,2020,2,176047,7,1674.0
1884,Himachal Pradesh,2020,2,177040,6,1217.0
1885,Himachal Pradesh,2020,3,173205,55,13283.0
1886,Himachal Pradesh,2020,3,174101,21,8918.0
1887,Himachal Pradesh,2020,3,173025,17,5860.0
1888,Himachal Pradesh,2020,3,173212,13,2869.0
1889,Himachal Pradesh,2020,3,173220,12,3461.0
1890,Himachal Pradesh,2020,3,171001,11,2471.0
1891,Himachal Pradesh,2020,3,175001,10,3853.0
1892,Himachal Pradesh,2020,3,175140,9,1719.0
1893,Himachal Pradesh,2020,3,176061,9,2587.0
1894,Himachal Pradesh,2020,3,171202,8,4065.0
1895,Himachal Pradesh,2020,4,173205,79,40346.0
1896,Himachal Pradesh,2020,4,174101,40,22180.0
1897,Himachal Pradesh,2020,4,173025,18,10577.0
1898,Himachal Pradesh,2020,4,176061,17,23719.0
1899,Himachal Pradesh,2020,4,173030,14,11197.0
1900,Himachal Pradesh,2020,4,171010,9,4613.0
1901,Himachal Pradesh,2020,4,171001,8,11100.0
1902,Himachal Pradesh,2020,4,174103,8,6154.0
1903,Himachal Pradesh,2020,4,174303,7,4018.0
1904,Himachal Pradesh,2020,4,172001,7,11771.0
1905,Himachal Pradesh,2021,1,173205,127,52084.0
1906,Himachal Pradesh,2021,1,174101,44,18385.0
1907,Himachal Pradesh,2021,1,173025,30,23680.0
1908,Himachal Pradesh,2021,1,176061,29,14967.0
1909,Himachal Pradesh,2021,1,171001,20,30386.0
1910,Himachal Pradesh,2021,1,173030,19,10086.0
1911,Himachal Pradesh,2021,1,177001,19,26067.0
1912,Himachal Pradesh,2021,1,175131,17,10538.0
